id	nameoflecturers	commentonassesmentdata	commentonmoduleevaluation	responserate	expandasappropriate	feedbackavaiabletostudents	effectivenessofchanges	nextenhancements	roleonmodule	submit	staffid	staffname	timecompleted	assessexam	assesscoursework	assessother	deviate	updatespecification	studentsprepared	learningresourcesupport	studentprogress	feedbacktimely
MATH6015	Prof Nicholas Hounsell, Dr Christine Currie	Students did well on the Revenue Management Case Study. Marks were more mixed for the road simulation coursework.	Generally, feedback was very good.    There was an issue with the VISSIM software needed for the road simulation coursework. This was a bug in the software, which took the lecturer some time to fix, with the help of the software providers. Unfortunately, a few students found this difficult. 	4%	This module will not be running next academic year.	This module is assessed by coursework. Feedback on the case study has been sent to students by e-mail. Feedback on the road simulation coursework is available in paper form at the Faculty Office.	No changes have been made.  	The module will not be running in the next academic year.	Module lead	Save and Submit	1655523	Dr Christine Currie	1402864937	0	100	0	no	no	yes	yes	yes	yes
MATH6021	Dr Kalliopi Mylona	Not serious problem. The marks for the coursework were quite low compared to last years mark. The main problem was that the reports were not of a very good quality.	The main complaint of the students was that the module lacks of a lab workshop. I believe this is not needed as it is a MSc level course and the students should be able to work by themselves on the statistical package of their choice, as relevant notes are given during the lectures of course. However, perhaps we should consider to add an one hour lab workshop in R and/or SAS.	11%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	I believe the material was covered in a good pace with the help of the slides and the notes.	Perhaps, an hour lab workshop in R and/or SAS	Module lead	Save and Submit	2133458	Dr Kalliopi Mylona	1403692114	0	0	100	no	no	yes	yes	yes	yes
MATH6022	Prof Sujit Sahu	I think the assessment went well as almost all students did very well in this hard theoretical module. This trend should continue but with a slight moderation to ensure that a high proportion of students do not get distinction level marks. Also the marks spreadsheet should have the right classification for MSc students, i.e. pass mark 50, distinction 70 etc. The current version is just same as the one from an undergraduate module.   	All the students took the module very positively. I think this should be hoped for all the Math modules.   	18%	We already revamped this module. A new syllabus is currently undergoing the approval process. 	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><ul>  <li>Estimation</li>  <li>Likelihood - score functions, information, maximum likelihood estimators</li>  <li>Confidence intervals</li>  <li>Hypothesis testing</li>  <li>Non-parametric methods</li>  </ul>  	Nothing in particular, but it would be desirable to teach some Bayesian inference methods which are already included in the new syllabus. 	Module lead	Save and Submit	1550497	Prof Sujit Sahu	1394120816	100	0	0	no	no	yes	yes	yes	yes
MATH6027	Prof Steven Gilmour	The results were again very bimodal. This seems to be related to the fact that the final exam is open book and therefore requires the students to understand and apply the methods from the course. Memorisation and regurgitation are nowhere near enough to pass.     I believe that an open book exam is the correct way to assess this course, but the format should change. Currently there are four, more or less equally sized questions, each of which include some basic application and some more advanced applications. This means that student who go wrong on the easy part get essentially zero for that question. This should change to more smaller questions, covering about 60% of the marks, which all students should be able to do. There should then be a couple of more challenging questions to separate the weak students from those who truly understand the material.	Almost no returns. The students are rather skeptical about the worth of these questionnaires.	4%	"The module has been replaced with a new one.     About 1/3 of students just ""don't get it"". This seems to be especially true for Social Statistics students."	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	There was a minor reduction in material. It made the module seem less rushed, but did not improve the exam performance.  	Replaced.	Module lead	Save and Submit	2103486	Prof Steven Gilmour	1396353088	80	20	0	no	yes	yes	yes	no	yes
MATH6030	Dr Antonello Maruotti, Prof Dankmar Boehning	Assessment results were excellent, slighty better for SAS than for R. 		12%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:  Introduction to the statistical packages SAS and R  The module will consist of two sets of lectures and associated computer workshops - one each in SAS and R.  This is a change to previous years where S-plus was taught instead of R. This change reflects the reality of the importance of R relative to S-plus.     	Should contain more statistical and simulation elements. 	Module lead	Save and Submit	2131544	Prof Dankmar Boehning	1394660569	100	0	0	no	no	yes	yes	yes	yes
MATH6031	Dr Alan Kimber	There was a good spread of marks with many students doing very good work that consolidated topics covered in the taught part of the programme and demonstrated new learning in terms of methodology, models, statistical computing and/or data analysis.	N/A		Feedback will be given as set out in 10 below.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board. Each student will receive individual feedback on his/her dissertation.	The module has run successfully as before.	No change envisaged but we will continue to seek interesting and relevant project topics from within and outside the University. 	Module lead	Save and Submit	1839071	Dr Alan Kimber	1384185786	0	100	0	no	no	yes	yes	yes	no
MATH6033	Prof Hazel Inskip, Dr Sarah Crozier	We were happy with the marks resulting from the coursework.  The average was 62%.	The feedback on the module was very positive, with high scores for the organisation of the module (an average of 4.6/5) and the clarity of the lecturers’ speaking (4.7/5)  .  The opportunities for individual help in the tutorial improved from 3.5/5 last year to 4/5 this year.		There are no other comments on this years teaching.	Feedback on the coursework is supplied on the manuscripts that they submitted.	Feedback from students last year indicated that the complex timetabling of the module was unhelpful.  This was sorted out this year, so that the lectures were on a consistent day/time each week; this was a great improvement for the students and the lecturers.    More of the lectures (6 out of 10) were adapted this year to include all the teaching material on the slides.  This meant it was not necessary to provide a handout from Word with verbose paragraphs that were difficult for the students to follow during the lectures – instead they were given handouts of the slides.  This provided a better student experience.  	To date we have used paper submission for the coursework.  However, this has caused problems with lost/missing manuscripts, and means that lecturers' time is taken up with trips to main campus to collect/return coursework.  We will therefore try using an e-submission system next year.    Some administrative issues regarding the coursework will be refined next year:    - We will state the page limit as number of sides, rather than pages, as one student queried this this year.  - Previously we have worded the assignment with the required to ‘write a report… the questions are given to guide you… structure the report using question numbers’.  However, some students have found this wording confusing and aren’t sure how to structure the assignment.  In the future we will simply ask the students to answer to answer the questions.  - We had been using the out-of-date information about the percentages deducted per day late.  We will use the correct information on the assignment next year.  	Module lead	Save and Submit	1569708	Dr Sarah Crozier	1406026629	100	0	0	no	no	yes	yes	yes	yes
MATH6078	Dr Ruben Sanchez Garcia	As this is a 100% problem-based coursework module, students who engaged well, asked for help when needed (classmates and lecturer) and prepared submissions well in advance, did very well. Grading-wise, we can divide the students in two overlapping groups, one with a 60% average (8 students), and one with an 80% average (11 students). In general, I'm quite pleased with the level of engagement (see student questionnaire) and performance of most of the students. 	Fourteen out of 17 students replied to the questionnaire. The feedback was very positive, with good evaluations of both the module and the lecturer. One aspect for improvement was a timely delivery of the coursework, which is something I'll have in mind for next year. One student suggested offering this course in the third year (see Q12 below).	14%	As a lectured course (instead of a reading course as advertised) it is not realistic to cover all the material as per module specification, although it may improved by having separate tutorials (see Q11 below).	I gave oral feedback for each Coursework 1-3 in the tutorial sessions, plus written feedback via Blackboard for Coursework 2-4. In addition, I talked to each student at the tutorial sessions to give brief feedback on individual performances (Coursework 1-3).	I missed out Ruler-and-compass constructions, and Discriminants. This is partly due to four sessions becoming tutorials. Having tutorials was a good idea, as acknowledged by students and shown by their attendance, but next year I'll have fortnightly tutorial sessions booked *in addition* to lecture sessions.	Having specific tutorial sessions (see Q11 above), delivering coursework on time, experimenting with technologies such as zappers, or on-line questionnaires, introducing Ruler-and-compass constructions earlier on.  *THIRD YEAR MODULE* I think this is under discussion (Armando Martino). I support this idea, and so does one student in his/her feedback. 	Module lead	Save and Submit	2086425	Dr Ruben Sanchez Garcia	1402048586	0	100	0	yes	yes	yes	yes	yes	yes
MATH6079	Dr Ashot Minasyan	The assessment showed a variation in the abilities of the students taking the module this year, which seems to be more significant than in the past few years.  As a result of this, it was decided to scale the coursework marks by lowering the C-B borderline. 	Generally, the students seem to have liked the module. Some of the comments complained about the difficulty of the coursework, but I think that it was on a reasonable level. Many of the exercises were the same as in the previous years, but this year the students seemed to struggle more with them. I think that this is due to a weaker cohort of the students taking the module this year.     			There is no exam in this module, but students received copies of their first three marked exercise sheets. 	I introduced a weekly office hour, where the student could come with various question on the module and the coursework. I also distributed the third exercise sheet earlier than originally intended, so that the students could start working on it right after they were finished with the second. Both of these things were requested by the students in the informal feedback.    I also simplified the last exercise sheet to make sure that the level of the problems is appropriate for the (lower) level of some of the students this year.    I think introduction of the office hour was helpful. I am not sure how effective was the early distribution of the third sheet.	Some of the things that could be addressed next year include:  1) it would be worth setting up an office hour from the start of the semester  and   2) if the first student meeting is before the first lecture, then it should either be cancelled or the students should be told what they are expected to do.	Module lead	Save and Submit	1918435	Dr Ashot Minasyan	1394106206	0	100	0	no	no	yes	yes	yes	yes
MATH6092	Dr David Jones	The level of satisfaction was high, although some students said more guidance early on in the module would have been welcome.	9%		Feedback is sent to each student directly by the supervisor.	The current syllabus is: N/A <br />	The module coordinator will send additional emails early on to make sure all students are clear as to how the module works.	Module lead	Save and Submit	1523473	Dr David Jones	1405352480	100	0	0	No	no	yes	yes	yes	yes	
MATH6094	Dr Jan Spakula	The fact that all of the assessment is done through coursework contributed to the fact that the average mark is relatively high. However the students did put substantial amount of work into the coursework and the marks are appropriate in the sense that the students mastered the material on the appropriate level.	"The student response was generally positive. The students felt that the material was interesting, appropriate and well delivered and explained. The coursework was adequate, both in contents and amount.    The main items for ""needing improvement"" are my handwriting and making lecture notes available online. One part (Möbius transformations, about 1/6th of the overall material) substantially overlaps with material delivered in other modules, hence the time spent on this topic can be shortened.  "	10%		There was no exam for this module.	The current syllabus is:<br /><p>The Riemann sphere<br /> Meromorphic functions<br /> Periodic functions<br /> Lattices<br /> The construction of elliptic functions<br /> Basic properties of elliptic functions<br /> Elliptic curves<br /> The modular group</p>	Making the lecture notes available online.  Shorten the part about Möbius transformations, making it possible to go into more depth with the rest of the material.	Module lead	Save and Submit	2247615	Dr Jan Spakula	1404815339	0	100	0	no	no	yes	yes	yes	yes
MATH6095	Dr James Renshaw	The final assessment brought the overall average more into line with expectation but involved a lot of work on my part. They still leave this final assessment to the last minute before starting it.	too few comments to make much sense of it.	3%		Feedback was given by scanning the relevant assignments and emailing back to the students as quickly as possible - in most cases within a week or two of submission. Additional verbal feedback was also offered.	The current syllabus is:<br /><p>Introduction and Basic Concepts</p>  <ul>  <li>basic definitions, subsemigroups, left (right) zeros, idempotents, ideals</li>  <li>semigroup morphisms, isomorphisms, direct products.</li>  <li>full transformation semigroups, representations, monogenic semigroups, generators.</li>  <li>ordered sets and semilattices.</li>  <li>binary relations, equivalences, congruences.</li>  </ul>  <p>Green's Equivalences</p>  <ul>  <li>Green's relations R</li>  <li>the structure of D-classes</li>  <li>regular elements and regular semigroups</li>  </ul>  <p>0-simple semigroups</p>  <ul>  <li>simple and 0-simple semigroups, principal factors</li>  <li>Ree's theorem</li>  <li>completely simple semigroups</li>  </ul>  <p> </p>  <p>In addition a selection will be made from the following topics, and may form the basis of students' and individual reports</p>  <ul>  <li>completely regular semigroups</li>  <li>inverse semigroups</li>  <li>free semigroups and codes</li>  <li>applications in automata theory</li>  <li>combinatorial problems in semigroup theory.</li>  </ul>	I need to simplify the final assessment as it involved too much work on my part and students don't have enough time to do it justice.	Module lead	Save and Submit	1304917	Dr James Renshaw	1396946503	0	100	0	no	no	yes	yes	yes	yes
MATH6097	Dr Konstantinos Zygalakis	This module was solely based on coursework. There were 4 courseworks covering the material taught during the lectures and an individual project at the end of the module based on the students individual interest and in connection with the techniques discussed in the lectures. Overall the students enganged well with the process and seemed to enjoy the module	In total 15/21 students answered the questionnaire. The overall evaluation average was 4.5, while  the lecturers was given an average mark of 4.4    	14%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	I introduced extra 4 hours of tutorials dedicated to discussing the answers of the individual coursework. The students really appreciated that. I also increased the length and  the difficulty of  the courseworks,  for which  some of the students complained about.	This course will not be running next year	Module lead	Save and Submit	2166437	Dr Konstantinos Zygalakis	1401792569	0	100	0	no	no	yes	yes	yes	yes
MATH6108	Prof Ian Leary	As in the previous year that I taught this module, the coursework scores were considerably higher than the exam scores, but the combination gave what I considered to be a good record of the students' abilities without having to apply any scaling.  (I scaled very slightly in the end, but that was because four students who fell just below two borderlines demonstrated a performance consistent with the higher grade.)      I was extremely busy with REF stuff while teaching this module, and so I was given some teaching assistance: a postgraduate student marked the courseworks for me.  This did save me some time, but I feel that overall it did not work very well.  The PGR student's marking was consistent with mine (unsurprising since I gave him a detailed marking scheme).  However, I still needed to know exactly what the students had done in the courseworks, both for pedagogical reasons and to deal with the (albeit few) student complaints about the marking.  Next time that I teach the course, I will mark all the courseworks myself again.      	I was pleased that in general the students liked the feedback on the courseworks, and felt that the level of the module was appropriate.  I was also pleased that the students appreciated the printed notes.  I was chastened to learn that a small number of students described the lectures as `unplanned', and that some students did not appreciate the way that I would attack worked examples `live'.  In view of these comments, I will make an effort to rehearse any example calculations in detail before lectures.    	12%	No further comment.    	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><ul>  <li>Matrix groups: general and special linear, orthogonal, symplectic and unitary groups.</li>  <li>Isomorphisms and homomorphisms with applications, such as SU(2), SO(3) and spin groups.</li>  <li>Crystallographic groups in dimensions 2 and 3 (Bravais lattices, point groups, space groups), and simple chemical structures, such as cubic and hexagonal lattices; frieze groups.</li>  <li>Representation theory for finite and compact groups; character theory.</li>  <li>Topological groups, Lie groups and Lie algebras.</li>  </ul>	I recommend that the lecturer should mark the coursework themselves if they have time to do so.      I recommend the lecturer to consider paring down some of the more technical sections of the notes; proofs that are clearly too long to be examinable (such as the discussion of which Moebius transformations correspond to rotations and the material on Clifford algebras) might in some cases be profitably omitted from the lectures.      In response to student comments, I recommend the lecturer to schedule the final coursework hand-in a bit earlier (say week 10) so that this coursework does not interfere with revision.  	Module lead	Save and Submit	2086883	Prof Ian Leary	1404225993	50	50	0	no	no	yes	yes	yes	yes
MATH6109	Prof Carsten Gundlach	The coursework was formative, and hard, as intended, and this year the exam was relatively easy, also as intended. Bookwork questions are unpopular and the students did not do well in them, but I think they are appropriate when marked generously. 	Comments are less good than last year, which surprises me given the high attendance rate and good atmosphere in the class. Note that only 10 of 28 students replied to the questionnaire.     By changing the syllabus, I think I made the module more interesting. I made a number of changes that should be welcome: a weekly office hour, full printed notes, typed model answers to homework (I had a homework question after most lectures, as in previous years), typed model answers to coursework, a typed revision guide. 	10%	I forgot to update the module profile to reflect the new syllabus. This needs to be done for next year. 	Exam feedback was given on blackboard and announced by email. 	After extensive consultation with colleagues, and with last year's students, this year I dropped the classical theory of curves and surfaces, and instead added a section on hypersurfaces of Riemannian manifolds (which therefore generalises the classical theory of surfaces). I think this allowed a more consistent presentation throughout the module. However, it removed a number of stock calculations from the exam and coursework, and so the coursework was more challenging. 	I plan to put the new material on hypersurfaces at the end, or may drop it altogether. 	Module lead	Save and Submit	1550519	Prof Carsten Gundlach	1393334175	80	20	0	yes	yes	yes	yes	yes	yes
MATH6111	Dr Ian Hawke, 	No.	Only one student gave feedback, and it was dire. Informal feedback was reasonable, at the level of previous years - see 3018.	1%	See 3018.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	See 3018.	The module will change from 10 to 15 credits - essentially the syllabus will follow 3018. However, the computing side will move from Matlab to python: all engineering students should have seen python before, simplifying the transition.	Module lead	Save and Submit	1779591	Dr Ian Hawke	1394099362	60	30	10	no	no	yes	yes	yes	yes
MATH6112	Dr Athanasios Avramidis	Small number of students, 9.  Performance was good: except for a fail, everyone else scored > 70.	44% response rate, that is 4 out of 9 students.    Lecturer rating: 4.5  Module overall rating: 4.5	4%	Q3: Content on Methods was revised to adapt to the new lecturer's view, as follows:    1. Added or improved coverage of certain details:  - continuous response, linear model, constant variance error term: explicit formulas for MLEs, and derivation  - AR(1) model; explicit form of likelihood  - cross-validation approach to model selection; new matlab scripts showing the method's details.  - introduction of performance measures on prediction of binary-response: mis-classification rate, false positive rate.    2. Software: the programming content has been re-developed in matlab. Year 2013/14 was a transition in which the previous (VBA-based) programming approach was offered as an option with limited support; it turned out all students preferred the matlab option. From 2014/15, only the matlab platform is intended.	Sent by e-mail within 2 weeks of submission.	Informal student feedback suggests the module was very challenging to some students. The good rating on the student evaluations is encouraging.    The lecturer's view is that the changes in content helped towards modernizing the module.	To be determined based on input from future deliveries.	Module lead	Save and Submit	1918567	Dr Athanasios Avramidis	1403017661	0	100	0	yes	no	yes	yes	yes	yes
MATH6120	Prof Joerg Fliege	No.	Given the small cohort, care must be taken to not overinterpret the module evaluation. Nevertheless, satisfaction among students seem to be high.	5%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><ul>  <li>The basics of non-linear optimization - constrained and unconstrained optimization problems</li>  <li>Optimality criteria</li>  <li>Modelling</li>  <li>Applications of non-linear optimization in finance, business and engineering</li>  <li>Algorithms for solving constrained and unconstrained problems - e.g. direct search methods, steepest descent, Newton's method, penality and barrier methods</li>  </ul>  	Possibly include one or more mathematical proofs and reduce number of numerical examples.	Module lead	Save and Submit	1924184	Prof Joerg Fliege	1403700289	80	20	0	no	no	yes	yes	yes	yes
MATH6121	Dr Panagiotis Nanos	Marks within acceptable range	Overall, students were satisfied with the content and teaching of the module.	7%		Feedback will be included on the blackboard page for the module.	No changes made. 	Include more sessions on macroeconomics	Module lead	Save and Submit	2055309	Dr Panagiotis Nanos	1401361163	80	0	20	no	no	yes	yes	yes	yes
MATH6122	Prof Wei Liu	No comment	Students are largely positive about the module	13%	Most students were adequately prepared. But some students lacked the basic skills in calculus and algebra.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	Similar to last year's	No big changes	Module lead	Save and Submit	1330616	Prof Wei Liu	1401718407	90	0	10	no	no	yes	yes	yes	yes
MATH6127	Prof Christopher Howls, Dr Ramin Okhrati	The performance of the cohort was significantly improved in 2014 in comparison with 2013.  There has been no change of syllabus.  It may be that the quality of the intake has been improved.	Students always find this module challenging, especially given that they have had less than one year to adapt to the style of the examinations.  The syllabus is dictated by the need to meet the IFoA external accreditation.      The overall module score this year was lower than previous years.  This was the first year that the module had split teaching.  This may have affected the student experience.  The decision to teach jointly is a matter for AU Group heads, not the course lecturers.  The scores relating to the lecturers were significantly higher (>4.3) than the marks given to the course.    There is a low response rate for the module questionnaire, despite repeated reminders in class to complete the form.	10%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><strong>Assessment and Measurement of Investment Risk</strong> - Distribution of return, variance of return, downside semi-variance of return, shortfall probabilities, Value at risk (VaR, Tail VaR). Role of investors utility function. Comparison of investment opportunities using such measures.<br />  <br /><strong>Mean-Variance Portfolio Theory</strong> - Assumptions, opportunity set, efficient frontier, indifference curves, optimal portfolio. Calculation of expected return and risk of a portfolio of many risky assets, and composition of the optimal such portfolio, with and without short sales. Benefits of diversification.<br />  <br /><strong>Single- and Multi-Factor Models of Asset Returns</strong> - Macroeconomic models, fundamental factor models, statistical factor models, single index model. Calculations involving such models. Diversifiable and non-diversifiable risk.<br />  <br /><strong>Equilibrium Asset Pricing Models</strong> - CAPM, APT. Assumptions, principal results and limitations of such models. Calculations involving such models.<br />  <br /><strong>The Three Forms of the Efficient Markets Hypothesis</strong> - Evidence for and against each form. Consequences for investment management.<br />  <br /><strong>Stochastic Models for Security Prices</strong> - Lognormal model, autoregressive models (such as the Wilkie model), and alternative models. Calculations involving stochastic pricing models. Parameter estimation.<br />  <br /><strong>Brownian Motion</strong> - Definition and basic properties. Stochastic differential equations, the Ito integral, and the Ito formula. Diffusion and mean-reverting processes. Solution of the stochastic differential equation for the geometric Brownian motion and Ornstein-Uhlenbeck processes.<br />  <br /><strong>Option Valuation</strong> - Arbitrage, complete markets. Valuation of a forward contract. Factors that affect option prices. Bounds for option prices. Put-call parity. Option valuation using binomial trees and lattices. The risk-neutral pricing measure for a binomial lattice and application to the valuation of equity options. Option valuation using the Black-Scholes model: risk-neutral pricing and equivalent martingale measure, derivation of the Black-Scholes equation, including in Garman-Kohlhagen form, assumptions, pricing and hedging of simple derivatives contracts using the martingale approach, option valuation calculations using the Black-Scholes model. Equivalence of state-price deflator approach and risk-neutral pricing approach. The Greeks for an option: definitions, derivation and characteristics for European options, use in risk management of a portfolio of derivatives, including delta-hedging.<br />  <br /><strong>Models for the Term Structure of Interest Rates</strong> - Risk-neutral and state-price deflator approaches to the pricing of zero-coupon bonds and interest rate derivatives for a general single-factor diffusion model for the risk-free rate of interest. Vasicek, Cox-Ingersoll-Ross, and Hull-White single-factor models for the term structure of interest rates.  	A proposal has been submitted to Mathematical Sciences AUPB to include a 10% class test part way through the course.  This would allow students some feedback part way through the course as well as allowing for a slightly different emphasis of questions within the final examination.	Module lead	Save and Submit	1542621	Prof Christopher Howls	1405330614	100	0	0	no	no	yes	yes	yes	yes
MATH6129	Dr Gerard Kennedy, Dr Erengul Dodd	There is no particular issue with the assessment data. Some students struggled partly because they have weak mathematical skills.	Module was generally well received. 	17%	Marker for Class Test I had to take over responsibility for another module at very short notice. This caused a slight delay to feedback on Class Test I.	Feedback on the exam was made available via Blackboard.	The early descriptive material on mortality was covered more quickly than in previous years. However, the time devoted to this material still needs to be shortened.	The time devoted to the early descriptive material on mortality will be shortened.	Module lead	Save and Submit	2571684	Dr Erengul Dodd	1400086565	80	0	20	no	no	yes	yes	yes	no
MATH6130	Dr Ramin Okhrati, Dr Erengul Dodd	The average is a little lower compared to the previous years. However the distribution of the marks is normal which means that the cohort is slightly weaker. The other reason of low average is that there are couple of students who had extremely low marks [between 0 and 9].	The students were very satisfied with the module and rated the module highly. The overall performance was satisfactory and the evaluation results show a clear improvement compared to the last year. Students really liked the red book which contains problem sets, past exam papers and class tests with solutions. 	12%		Feedback is included on the blackboard page for the module and the students were informed of this by email.	We followed the same syllabus as the last year. The lecture notes were uploaded on the blackboard weekly which was appreciated by the students. Since they liked the red book last year, we updated it this year and distributed on the first day of the term. 	Students asked to reduce the number of questions in the final exam. This is also suggested by the external examiners. Therefore we are going to reduce the exam time from 3 hours to 2 hours. 	Module lead	Save and Submit	2571684	Dr Erengul Dodd	1406051533	80	0	20	no	no	yes	yes	yes	yes
MATH6131	Prof James Vickers	There was a problem with class test one. The coursework was therefore scaled to give an average of 60%. The exam was also scaled to bring the pass/fail borderline and B/C borderline to the appropriate point. 	The original lecturer for this module Dr Oertel was a lecturer who was new to Southampton and had not taught this material before and obtained a very poor overall evaluation. There are many negative comments from the students relating to the first half of the module.     We became aware of the problems with the lecturer about halfway through the module and the last third was taught by Dr Kennedy. He obtained an excellent rating from the students obtaining a score of over 4.5. Overall the module scored an average of 2.8 which is significantly lower than in prewvious years. it was clear ffom the written comments that this was largely due to the problems at the start of the module where there were problems with the material covered by the lecturer and the style of the lectures. There were some positive comments about the new set book. 	14%	As explained above the initial lecturer deviated to some extent from the module specification - spending time on some aspects that were not central to the module. This was corrected by Dr Kennedy and the students performed well on quite a testing exam (which was set by Professor Vickers who had taught the module the previous year). 	Feedback has been  included on the blackboard page for the module and the students have been informed of this by email.  	The current syllabus is effectively set by the requirements that it satisfy the exemption requirements of the FIA.  The current syllabus is:<br /><ul>  <li>Simple and compound interest. Time value of money.  Rate of interest, rate of discount, and force of interest.  Accumulated values and discounted values.  Accumulation and discounting of a (possibly infinite) cash flow to a given time, where both the rate of cash flow and the force of interest may be time-varying.</li>  <li>Relationships between rates of interest and discount over different time periods.  Nominal rates, effective rates, rates payable p times per annum.</li>  <li>Definition of the standard compound interest functions and relationships between them.</li>  <li>Generalised cash flow modelling.  Equation of value for a cash flow problem, and methods of solution.</li>  <li>Loans.  Equation of value corresponding to periodic repayment of a loan.  Interest and capital content of annuity payments where the annuity is used to repay a loan.</li>  <li>Net present value (NPV), accumulated profit, and internal rate of return (IRR) for investment projects. </li>  <li>Investment project appraisal using NPV and IRR. Real rate of return in presence of inflation.</li>  <li>Measurement of investment performance</li>  <li>Consumer credit transactions and calculations.  Annual percentage rate of charge (APR).</li>  <li>Ordinary shares. Constant dividend growth model of share valuation. Fixed-interest securities.  Present value and redemption yield for a fixed-interest security, including effects of taxation.</li>  <li>Yield curves and the term structure of interest rates.</li>  <li>Investment and risk characteristics of standard asset classes (Government fixed-interest securities, other fixed-interest securities, equities, etc.) available for investment purposes.</li>  <li>Discounted mean term, volatility, convexity. Matching of assets and liabilities, immunization.</li>  <li>Simple stochastic interest rate models. Mean, variance, and distribution function for the accumulated amount of an initial investment, and applications.</li>  <li>Forward interest rates.  Forward contracts.  The concept of no-arbitrage pricing and its use in determining the fair value of a forward contract.</li>  </ul>  	The main enhancement will be to revert to the use of an experienced Southampton lecturer for the whole of the module. However the use of the new textbook for this year will be continued as it covers the syllabus of the module and recieved positive comments from the students. 	Module lead	Save and Submit	1145533	Prof James Vickers	1403711955	80	0	20	no	no	yes	yes	yes	yes
MATH6135	Dr Stefanie Biedermann, Prof Dankmar Boehning	The students engaged very well with the module, and obtained excellent results.	The feedback from questionnaires was mostly very positive. We will make a few minor changes following the students' suggestions, e.g. more examples in the Optimal Design part.	9%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	This module has been taught for the first time.	This module is available to both MMATH and Statistics MSc students, i.e. students from different backgrounds. We will put even more effort into striking the right balance between theoretical and applied material for both groups. 	Module lead	Save and Submit	1839063	Dr Stefanie Biedermann	1403618538	0	100	0	no	no	yes	yes	yes	yes
MATH6137	Dr Stephen Theriault	The assessment data is generally positive. The students seemed to be happy with the lectures and the course overall.     Comments included a request for more time on exact sequences, which matches my own thoughts (see item 12 below), and a request for more examples (again, see item 12 for a fuller picture). 	There were 4 students in the course, of a generally stronger calibre. The end course marks were 3 firsts (including a very strong first) and one lower second. 	4%	"In giving the course for the first time this year, I found the natural path to follow touched deeply on some topics in the module specification, while touching lightly on others (and there were other topics labelled ""if time permits"" in the module specification which were not touched upon at all).     However, the module specification was designed to allow flexibility, given the possibility of different lecturers over time having different objectives within the larger framework of Homotopy Theory and Homology. I would therefore not recommend a change to the module specification. "	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	This was the first year the module ran. 	Upon reflection, perhaps less time should be spent at the beginning of the course on proving the exponential law (which is a big effort), replacing it instead with a summary of the ideas in the proof. It's these ideas and the application of the law that are most important.     The time saved would be used to review and enhance material on exact sequences, which play a pivotal part later in the course, but which the students found hard going, even though they were among the better students in the current MMath year.     This would also have the additional effect of producing more examples and exercise sheet style questions early on in the course. As it was, it took 4 weeks or so to build up enough material to start asking reasonable questions, and the students got a bit edgy with the wait. I think this is the source of the questionnaire comment (and similar informal feedback) requesting more examples.     	Module lead	Save and Submit	2209411	Dr Stephen Theriault	1404392424	80	20	0	no	no	yes	yes	yes	yes
MATH6138	Prof Peter Kropholler	no comments.	From the quick feedback it was clear that students would have appreciated more exercises during the course. [This course is 80% assessed by final examination.] This is something that can be arranged for future years.	5%	This was the first run for this course and from this it is clear that there are many ways in which the course will develop over the next year or so. 	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br />	The notes for this course are under revision. The main goal is to add a selection of advanced topics, all of which are mentioned in the current syllabus but which can be treated with caution. The initial lectures can also be improved by including a more metric and less combinatorial / topolgical description of some of the basic material.	Module lead	Save and Submit	2223309	Prof Peter Kropholler	1394442064	80	20	0	no	no	yes	yes	yes	yes
MATH6139	Dr Marika Taylor	No.	Students were happy with this module. One student requested more lemmas and theorems in the notes but these are not appropriate for a module which is focussed on theoretical physics. Next year I will explain this to students whose background is pure mathematics. 	6%	Coursework was marked within a week and feedback was given individually to all students.     Although this module is timetabled as two hours per week I also spent one office hour per week with the students, as a tutorial hour to help them with assignments. 	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	This is a new module and all notes, example sets, courseworks and exams were prepared from scratch. The syllabus taught is in agreement with that given in the module description.	Students were more familiar with differential geometry than expected, so less time will be spent on mathematical preliminaries. 	Module lead	Save and Submit	2175371	Dr Marika Taylor	1402050286	80	20	0	no	no	yes	yes	yes	yes
